"ID","Release_year","Group","year","Zone","Location","Genotype","Rep","yield","Loc_Count","environment"
"6475","1977","Medium","2004","1","Cumilla","G_winter_015","1",4.27,"37","2004_Cumilla"
"6476","1977","Medium","2004","1","Cumilla","G_winter_015","2",4.4,"38","2004_Cumilla"
"6477","1977","Medium","2004","1","Cumilla","G_winter_015","3",3.83,"39","2004_Cumilla"
"6478","1978","Medium","2004","1","Cumilla","G_winter_016","1",4.75,"40","2004_Cumilla"
"6479","1978","Medium","2004","1","Cumilla","G_winter_016","2",4.93,"41","2004_Cumilla"
"6480","1978","Medium","2004","1","Cumilla","G_winter_016","3",4.61,"42","2004_Cumilla"
"6481","1998","Medium","2004","1","Cumilla","G_winter_017","1",5.06,"43","2004_Cumilla"
"6482","1998","Medium","2004","1","Cumilla","G_winter_017","2",4.83,"44","2004_Cumilla"
"6483","1998","Medium","2004","1","Cumilla","G_winter_017","3",4.88,"45","2004_Cumilla"
"6484","1970","Medium","2004","1","Rangpur","G_winter_013","1",4.45,"31","2004_Rangpur"
"6485","1970","Medium","2004","1","Rangpur","G_winter_013","2",4.09,"32","2004_Rangpur"
"6486","1970","Medium","2004","1","Rangpur","G_winter_013","3",4.25,"33","2004_Rangpur"
"6487","1985","Medium","2004","1","Rangpur","G_winter_014","1",5.15,"34","2004_Rangpur"
"6488","1985","Medium","2004","1","Rangpur","G_winter_014","2",4.89,"35","2004_Rangpur"
"6489","1985","Medium","2004","1","Rangpur","G_winter_014","3",4.73,"36","2004_Rangpur"
"6490","1977","Medium","2004","1","Rangpur","G_winter_015","1",4.19,"37","2004_Rangpur"
"6491","1977","Medium","2004","1","Rangpur","G_winter_015","2",5.61,"38","2004_Rangpur"
"6492","1977","Medium","2004","1","Rangpur","G_winter_015","3",4.25,"39","2004_Rangpur"
"6493","1978","Medium","2004","1","Rangpur","G_winter_016","1",5.91,"40","2004_Rangpur"
"6494","1978","Medium","2004","1","Rangpur","G_winter_016","2",5.73,"41","2004_Rangpur"
"6495","1978","Medium","2004","1","Rangpur","G_winter_016","3",5.76,"42","2004_Rangpur"
"6496","1998","Medium","2004","1","Rangpur","G_winter_017","1",4.82,"43","2004_Rangpur"
"6497","1998","Medium","2004","1","Rangpur","G_winter_017","2",4.72,"44","2004_Rangpur"
"6498","1998","Medium","2004","1","Rangpur","G_winter_017","3",4.68,"45","2004_Rangpur"
"6499","1970","Medium","2004","2","Kushtia","G_winter_013","1",6.56,"31","2004_Kushtia"
"6500","1970","Medium","2004","2","Kushtia","G_winter_013","2",6.23,"32","2004_Kushtia"
"6501","1970","Medium","2004","2","Kushtia","G_winter_013","3",6.96,"33","2004_Kushtia"
"6502","1985","Medium","2004","2","Kushtia","G_winter_014","1",5.55,"34","2004_Kushtia"
"6503","1985","Medium","2004","2","Kushtia","G_winter_014","2",5.86,"35","2004_Kushtia"
"6504","1985","Medium","2004","2","Kushtia","G_winter_014","3",6.5,"36","2004_Kushtia"
"6505","1977","Medium","2004","2","Kushtia","G_winter_015","1",5.5,"37","2004_Kushtia"
"6506","1977","Medium","2004","2","Kushtia","G_winter_015","2",5.5,"38","2004_Kushtia"
"6507","1977","Medium","2004","2","Kushtia","G_winter_015","3",5.85,"39","2004_Kushtia"
"6508","1978","Medium","2004","2","Kushtia","G_winter_016","1",5.64,"40","2004_Kushtia"
"6509","1978","Medium","2004","2","Kushtia","G_winter_016","2",7.16,"41","2004_Kushtia"
"6510","1978","Medium","2004","2","Kushtia","G_winter_016","3",6.65,"42","2004_Kushtia"
"6511","1998","Medium","2004","2","Kushtia","G_winter_017","1",5.87,"43","2004_Kushtia"
"6512","1998","Medium","2004","2","Kushtia","G_winter_017","2",5.88,"44","2004_Kushtia"
"6513","1998","Medium","2004","2","Kushtia","G_winter_017","3",5.81,"45","2004_Kushtia"
"6514","1970","Medium","2004","2","Satkhira","G_winter_013","1",5.4,"31","2004_Satkhira"
"6515","1970","Medium","2004","2","Satkhira","G_winter_013","2",5.24,"32","2004_Satkhira"
"6516","1970","Medium","2004","2","Satkhira","G_winter_013","3",5.47,"33","2004_Satkhira"
"6517","1985","Medium","2004","2","Satkhira","G_winter_014","1",6.34,"34","2004_Satkhira"
"6518","1985","Medium","2004","2","Satkhira","G_winter_014","2",6.19,"35","2004_Satkhira"
"6519","1985","Medium","2004","2","Satkhira","G_winter_014","3",6.29,"36","2004_Satkhira"
"6520","1977","Medium","2004","2","Satkhira","G_winter_015","1",5.37,"37","2004_Satkhira"
"6521","1977","Medium","2004","2","Satkhira","G_winter_015","2",5.61,"38","2004_Satkhira"
"6522","1977","Medium","2004","2","Satkhira","G_winter_015","3",4.63,"39","2004_Satkhira"
"6523","1978","Medium","2004","2","Satkhira","G_winter_016","1",6.34,"40","2004_Satkhira"
"6524","1978","Medium","2004","2","Satkhira","G_winter_016","2",6.43,"41","2004_Satkhira"
"6525","1978","Medium","2004","2","Satkhira","G_winter_016","3",6.32,"42","2004_Satkhira"
"6526","1998","Medium","2004","2","Satkhira","G_winter_017","1",5.3,"43","2004_Satkhira"
"6527","1998","Medium","2004","2","Satkhira","G_winter_017","2",5.1,"44","2004_Satkhira"
"6528","1998","Medium","2004","2","Satkhira","G_winter_017","3",5.32,"45","2004_Satkhira"
"6529","1970","Medium","2004","3","Gazipur","G_winter_013","1",2.73,"31","2004_Gazipur"
"6530","1970","Medium","2004","3","Gazipur","G_winter_013","2",4.8,"32","2004_Gazipur"
"6531","1970","Medium","2004","3","Gazipur","G_winter_013","3",5.15,"33","2004_Gazipur"
"6532","1985","Medium","2004","3","Gazipur","G_winter_014","1",3.08,"34","2004_Gazipur"
"6533","1985","Medium","2004","3","Gazipur","G_winter_014","2",3.89,"35","2004_Gazipur"
"6534","1985","Medium","2004","3","Gazipur","G_winter_014","3",2.89,"36","2004_Gazipur"
"6535","1977","Medium","2004","3","Gazipur","G_winter_015","1",2.79,"37","2004_Gazipur"
"6536","1977","Medium","2004","3","Gazipur","G_winter_015","2",2.52,"38","2004_Gazipur"
"6537","1977","Medium","2004","3","Gazipur","G_winter_015","3",3.01,"39","2004_Gazipur"
"6538","1978","Medium","2004","3","Gazipur","G_winter_016","1",2.8,"40","2004_Gazipur"
"6539","1978","Medium","2004","3","Gazipur","G_winter_016","2",2.7,"41","2004_Gazipur"
"6540","1978","Medium","2004","3","Gazipur","G_winter_016","3",3.17,"42","2004_Gazipur"
"6541","1998","Medium","2004","3","Gazipur","G_winter_017","1",3.15,"43","2004_Gazipur"
"6542","1998","Medium","2004","3","Gazipur","G_winter_017","2",3.47,"44","2004_Gazipur"
"6543","1998","Medium","2004","3","Gazipur","G_winter_017","3",4.32,"45","2004_Gazipur"
"6544","1970","Medium","2004","3","Habiganj","G_winter_013","1",3.51,"31","2004_Habiganj"
"6545","1970","Medium","2004","3","Habiganj","G_winter_013","2",4.03,"32","2004_Habiganj"
"6546","1970","Medium","2004","3","Habiganj","G_winter_013","3",4.1,"33","2004_Habiganj"
"6547","1985","Medium","2004","3","Habiganj","G_winter_014","1",5.03,"34","2004_Habiganj"
"6548","1985","Medium","2004","3","Habiganj","G_winter_014","2",4.97,"35","2004_Habiganj"
"6549","1985","Medium","2004","3","Habiganj","G_winter_014","3",4.76,"36","2004_Habiganj"
"6550","1977","Medium","2004","3","Habiganj","G_winter_015","1",6.23,"37","2004_Habiganj"
"6551","1977","Medium","2004","3","Habiganj","G_winter_015","2",5.89,"38","2004_Habiganj"
"6552","1977","Medium","2004","3","Habiganj","G_winter_015","3",4.31,"39","2004_Habiganj"
"6553","1978","Medium","2004","3","Habiganj","G_winter_016","1",5.39,"40","2004_Habiganj"
"6554","1978","Medium","2004","3","Habiganj","G_winter_016","2",5.46,"41","2004_Habiganj"
"6555","1978","Medium","2004","3","Habiganj","G_winter_016","3",5.56,"42","2004_Habiganj"
"6556","1998","Medium","2004","3","Habiganj","G_winter_017","1",5.55,"43","2004_Habiganj"
"6557","1998","Medium","2004","3","Habiganj","G_winter_017","2",5.08,"44","2004_Habiganj"
"6558","1998","Medium","2004","3","Habiganj","G_winter_017","3",4.93,"45","2004_Habiganj"
"6559","1970","Medium","2004","4","Barishal","G_winter_013","1",4.69,"31","2004_Barishal"
"6560","1970","Medium","2004","4","Barishal","G_winter_013","2",4.47,"32","2004_Barishal"
"6561","1970","Medium","2004","4","Barishal","G_winter_013","3",5.13,"33","2004_Barishal"
"6562","1985","Medium","2004","4","Barishal","G_winter_014","1",5.35,"34","2004_Barishal"
"6563","1985","Medium","2004","4","Barishal","G_winter_014","2",5.25,"35","2004_Barishal"
"6564","1985","Medium","2004","4","Barishal","G_winter_014","3",4.86,"36","2004_Barishal"
"6565","1977","Medium","2004","4","Barishal","G_winter_015","1",4.5,"37","2004_Barishal"
"6566","1977","Medium","2004","4","Barishal","G_winter_015","2",4.3,"38","2004_Barishal"
"6567","1977","Medium","2004","4","Barishal","G_winter_015","3",5.49,"39","2004_Barishal"
"6568","1978","Medium","2004","4","Barishal","G_winter_016","1",4.77,"40","2004_Barishal"
"6569","1978","Medium","2004","4","Barishal","G_winter_016","2",4.77,"41","2004_Barishal"
"6570","1978","Medium","2004","4","Barishal","G_winter_016","3",4.89,"42","2004_Barishal"
"6571","1998","Medium","2004","4","Barishal","G_winter_017","1",3.64,"43","2004_Barishal"
"6572","1998","Medium","2004","4","Barishal","G_winter_017","2",5.39,"44","2004_Barishal"
"6573","1998","Medium","2004","4","Barishal","G_winter_017","3",5.39,"45","2004_Barishal"
"6574","1970","Medium","2004","4","Rajshahi","G_winter_013","1",4.58,"31","2004_Rajshahi"
"6575","1970","Medium","2004","4","Rajshahi","G_winter_013","2",3.78,"32","2004_Rajshahi"
"6576","1970","Medium","2004","4","Rajshahi","G_winter_013","3",7.93,"33","2004_Rajshahi"
"6577","1985","Medium","2004","4","Rajshahi","G_winter_014","1",2.7,"34","2004_Rajshahi"
"6578","1985","Medium","2004","4","Rajshahi","G_winter_014","2",2.5,"35","2004_Rajshahi"
"6579","1985","Medium","2004","4","Rajshahi","G_winter_014","3",4.28,"36","2004_Rajshahi"
"6580","1977","Medium","2004","4","Rajshahi","G_winter_015","1",3.51,"37","2004_Rajshahi"
"6581","1977","Medium","2004","4","Rajshahi","G_winter_015","2",2.53,"38","2004_Rajshahi"
"6582","1977","Medium","2004","4","Rajshahi","G_winter_015","3",3.03,"39","2004_Rajshahi"
"6583","1978","Medium","2004","4","Rajshahi","G_winter_016","1",2.68,"40","2004_Rajshahi"
"6584","1978","Medium","2004","4","Rajshahi","G_winter_016","2",4.49,"41","2004_Rajshahi"
"6585","1978","Medium","2004","4","Rajshahi","G_winter_016","3",2.92,"42","2004_Rajshahi"
"6586","1998","Medium","2004","4","Rajshahi","G_winter_017","1",4.79,"43","2004_Rajshahi"
"6587","1998","Medium","2004","4","Rajshahi","G_winter_017","2",4.79,"44","2004_Rajshahi"
"6588","1998","Medium","2004","4","Rajshahi","G_winter_017","3",6.4,"45","2004_Rajshahi"
"6589","1970","Medium","2005","1","Bhanga","G_winter_013","1",6.49,"46","2005_Bhanga"
"6590","1970","Medium","2005","1","Bhanga","G_winter_013","2",6.24,"47","2005_Bhanga"
"6591","1970","Medium","2005","1","Bhanga","G_winter_013","3",7.27,"48","2005_Bhanga"
"6592","1985","Medium","2005","1","Bhanga","G_winter_014","1",7.7,"49","2005_Bhanga"
"6593","1985","Medium","2005","1","Bhanga","G_winter_014","2",6.71,"50","2005_Bhanga"
"6594","1985","Medium","2005","1","Bhanga","G_winter_014","3",7.69,"51","2005_Bhanga"
"6595","1977","Medium","2005","1","Bhanga","G_winter_015","1",7.31,"52","2005_Bhanga"
"6596","1977","Medium","2005","1","Bhanga","G_winter_015","2",7.24,"53","2005_Bhanga"
"6597","1977","Medium","2005","1","Bhanga","G_winter_015","3",7.6,"54","2005_Bhanga"
"6598","1978","Medium","2005","1","Bhanga","G_winter_016","1",8.27,"55","2005_Bhanga"
"6599","1978","Medium","2005","1","Bhanga","G_winter_016","2",8.11,"56","2005_Bhanga"
"6600","1978","Medium","2005","1","Bhanga","G_winter_016","3",8.45,"57","2005_Bhanga"
"6601","1998","Medium","2005","1","Bhanga","G_winter_017","1",6.79,"58","2005_Bhanga"
"6602","1998","Medium","2005","1","Bhanga","G_winter_017","2",6,"59","2005_Bhanga"
"6603","1998","Medium","2005","1","Bhanga","G_winter_017","3",6.8,"60","2005_Bhanga"
"6604","1970","Medium","2005","1","Cumilla","G_winter_013","1",5.69,"46","2005_Cumilla"
"6605","1970","Medium","2005","1","Cumilla","G_winter_013","2",6.26,"47","2005_Cumilla"
"6606","1970","Medium","2005","1","Cumilla","G_winter_013","3",5.72,"48","2005_Cumilla"
"6607","1985","Medium","2005","1","Cumilla","G_winter_014","1",6.07,"49","2005_Cumilla"
"6608","1985","Medium","2005","1","Cumilla","G_winter_014","2",7.26,"50","2005_Cumilla"
"6609","1985","Medium","2005","1","Cumilla","G_winter_014","3",6.24,"51","2005_Cumilla"
"6610","1977","Medium","2005","1","Cumilla","G_winter_015","1",5.47,"52","2005_Cumilla"
"6611","1977","Medium","2005","1","Cumilla","G_winter_015","2",6.33,"53","2005_Cumilla"
"6612","1977","Medium","2005","1","Cumilla","G_winter_015","3",5.59,"54","2005_Cumilla"
"6613","1978","Medium","2005","1","Cumilla","G_winter_016","1",6.33,"55","2005_Cumilla"
"6614","1978","Medium","2005","1","Cumilla","G_winter_016","2",5.58,"56","2005_Cumilla"
"6615","1978","Medium","2005","1","Cumilla","G_winter_016","3",6.17,"57","2005_Cumilla"
"6616","1998","Medium","2005","1","Cumilla","G_winter_017","1",5.91,"58","2005_Cumilla"
"6617","1998","Medium","2005","1","Cumilla","G_winter_017","2",6.36,"59","2005_Cumilla"
"6618","1998","Medium","2005","1","Cumilla","G_winter_017","3",6.11,"60","2005_Cumilla"
"6619","1970","Medium","2005","1","Rangpur","G_winter_013","1",5.29,"46","2005_Rangpur"
"6620","1970","Medium","2005","1","Rangpur","G_winter_013","2",5.27,"47","2005_Rangpur"
"6621","1970","Medium","2005","1","Rangpur","G_winter_013","3",5.08,"48","2005_Rangpur"
"6622","1985","Medium","2005","1","Rangpur","G_winter_014","1",5.57,"49","2005_Rangpur"
"6623","1985","Medium","2005","1","Rangpur","G_winter_014","2",5.45,"50","2005_Rangpur"
"6624","1985","Medium","2005","1","Rangpur","G_winter_014","3",5.13,"51","2005_Rangpur"
"6625","1977","Medium","2005","1","Rangpur","G_winter_015","1",5.09,"52","2005_Rangpur"
"6626","1977","Medium","2005","1","Rangpur","G_winter_015","2",4.6,"53","2005_Rangpur"
"6627","1977","Medium","2005","1","Rangpur","G_winter_015","3",5.82,"54","2005_Rangpur"
"6628","1978","Medium","2005","1","Rangpur","G_winter_016","1",5.47,"55","2005_Rangpur"
"6629","1978","Medium","2005","1","Rangpur","G_winter_016","2",5.38,"56","2005_Rangpur"
"6630","1978","Medium","2005","1","Rangpur","G_winter_016","3",5.9,"57","2005_Rangpur"
"6631","1998","Medium","2005","1","Rangpur","G_winter_017","1",5.63,"58","2005_Rangpur"
"6632","1998","Medium","2005","1","Rangpur","G_winter_017","2",4.74,"59","2005_Rangpur"
"6633","1998","Medium","2005","1","Rangpur","G_winter_017","3",5.46,"60","2005_Rangpur"
"6634","1970","Medium","2005","2","Kushtia","G_winter_013","1",6.15,"46","2005_Kushtia"
"6635","1970","Medium","2005","2","Kushtia","G_winter_013","2",6.04,"47","2005_Kushtia"
"6636","1970","Medium","2005","2","Kushtia","G_winter_013","3",5.81,"48","2005_Kushtia"
"6637","1985","Medium","2005","2","Kushtia","G_winter_014","1",5.38,"49","2005_Kushtia"
"6638","1985","Medium","2005","2","Kushtia","G_winter_014","2",5.41,"50","2005_Kushtia"
"6639","1985","Medium","2005","2","Kushtia","G_winter_014","3",5.18,"51","2005_Kushtia"
"6640","1977","Medium","2005","2","Kushtia","G_winter_015","1",4.99,"52","2005_Kushtia"
"6641","1977","Medium","2005","2","Kushtia","G_winter_015","2",4.78,"53","2005_Kushtia"
"6642","1977","Medium","2005","2","Kushtia","G_winter_015","3",5.15,"54","2005_Kushtia"
"6643","1978","Medium","2005","2","Kushtia","G_winter_016","1",5.65,"55","2005_Kushtia"
"6644","1978","Medium","2005","2","Kushtia","G_winter_016","2",5.31,"56","2005_Kushtia"
"6645","1978","Medium","2005","2","Kushtia","G_winter_016","3",5.51,"57","2005_Kushtia"
"6646","1998","Medium","2005","2","Kushtia","G_winter_017","1",5.5,"58","2005_Kushtia"
"6647","1998","Medium","2005","2","Kushtia","G_winter_017","2",5.72,"59","2005_Kushtia"
"6648","1998","Medium","2005","2","Kushtia","G_winter_017","3",5.58,"60","2005_Kushtia"
"6649","1970","Medium","2005","2","Satkhira","G_winter_013","1",5.32,"46","2005_Satkhira"
"6650","1970","Medium","2005","2","Satkhira","G_winter_013","2",5.43,"47","2005_Satkhira"
"6651","1970","Medium","2005","2","Satkhira","G_winter_013","3",5.54,"48","2005_Satkhira"
"6652","1985","Medium","2005","2","Satkhira","G_winter_014","1",6.43,"49","2005_Satkhira"
"6653","1985","Medium","2005","2","Satkhira","G_winter_014","2",6.44,"50","2005_Satkhira"
"6654","1985","Medium","2005","2","Satkhira","G_winter_014","3",6.44,"51","2005_Satkhira"
"6655","1977","Medium","2005","2","Satkhira","G_winter_015","1",5.75,"52","2005_Satkhira"
"6656","1977","Medium","2005","2","Satkhira","G_winter_015","2",5.77,"53","2005_Satkhira"
"6657","1977","Medium","2005","2","Satkhira","G_winter_015","3",5.66,"54","2005_Satkhira"
"6658","1978","Medium","2005","2","Satkhira","G_winter_016","1",6.65,"55","2005_Satkhira"
"6659","1978","Medium","2005","2","Satkhira","G_winter_016","2",6.53,"56","2005_Satkhira"
"6660","1978","Medium","2005","2","Satkhira","G_winter_016","3",6.33,"57","2005_Satkhira"
"6661","1998","Medium","2005","2","Satkhira","G_winter_017","1",5.32,"58","2005_Satkhira"
"6662","1998","Medium","2005","2","Satkhira","G_winter_017","2",5.4,"59","2005_Satkhira"
"6663","1998","Medium","2005","2","Satkhira","G_winter_017","3",5.31,"60","2005_Satkhira"
"6664","1970","Medium","2005","3","Gazipur","G_winter_013","1",4.21,"46","2005_Gazipur"
"6665","1970","Medium","2005","3","Gazipur","G_winter_013","2",4.75,"47","2005_Gazipur"
"6666","1970","Medium","2005","3","Gazipur","G_winter_013","3",3.94,"48","2005_Gazipur"
"6667","1985","Medium","2005","3","Gazipur","G_winter_014","1",4.49,"49","2005_Gazipur"
"6668","1985","Medium","2005","3","Gazipur","G_winter_014","2",4.53,"50","2005_Gazipur"
"6669","1985","Medium","2005","3","Gazipur","G_winter_014","3",4.27,"51","2005_Gazipur"
"6670","1977","Medium","2005","3","Gazipur","G_winter_015","1",4.1,"52","2005_Gazipur"
"6671","1977","Medium","2005","3","Gazipur","G_winter_015","2",4.28,"53","2005_Gazipur"
"6672","1977","Medium","2005","3","Gazipur","G_winter_015","3",3.84,"54","2005_Gazipur"
"6673","1978","Medium","2005","3","Gazipur","G_winter_016","1",3.55,"55","2005_Gazipur"
"6674","1978","Medium","2005","3","Gazipur","G_winter_016","2",3.63,"56","2005_Gazipur"
"6675","1978","Medium","2005","3","Gazipur","G_winter_016","3",3.98,"57","2005_Gazipur"
"6676","1998","Medium","2005","3","Gazipur","G_winter_017","1",4,"58","2005_Gazipur"
"6677","1998","Medium","2005","3","Gazipur","G_winter_017","2",3.72,"59","2005_Gazipur"
"6678","1998","Medium","2005","3","Gazipur","G_winter_017","3",3.75,"60","2005_Gazipur"
"6679","1970","Medium","2005","3","Habiganj","G_winter_013","1",5.03,"46","2005_Habiganj"
"6680","1970","Medium","2005","3","Habiganj","G_winter_013","2",4.51,"47","2005_Habiganj"
"6681","1970","Medium","2005","3","Habiganj","G_winter_013","3",4.52,"48","2005_Habiganj"
"6682","1985","Medium","2005","3","Habiganj","G_winter_014","1",5.49,"49","2005_Habiganj"
"6683","1985","Medium","2005","3","Habiganj","G_winter_014","2",5.46,"50","2005_Habiganj"
"6684","1985","Medium","2005","3","Habiganj","G_winter_014","3",5.22,"51","2005_Habiganj"
"6685","1977","Medium","2005","3","Habiganj","G_winter_015","1",5.03,"52","2005_Habiganj"
"6686","1977","Medium","2005","3","Habiganj","G_winter_015","2",5.26,"53","2005_Habiganj"
"6687","1977","Medium","2005","3","Habiganj","G_winter_015","3",5.22,"54","2005_Habiganj"
"6688","1978","Medium","2005","3","Habiganj","G_winter_016","1",5.8,"55","2005_Habiganj"
"6689","1978","Medium","2005","3","Habiganj","G_winter_016","2",5.82,"56","2005_Habiganj"
"6690","1978","Medium","2005","3","Habiganj","G_winter_016","3",5.05,"57","2005_Habiganj"
"6691","1998","Medium","2005","3","Habiganj","G_winter_017","1",5.63,"58","2005_Habiganj"
"6692","1998","Medium","2005","3","Habiganj","G_winter_017","2",4.44,"59","2005_Habiganj"
